Data,Aatrox,Ahri,Akali,Alistar,Amumu,Anivia,Annie,Aphelios,Ashe,AurelionSol,Azir,Bard,Blitzcrank,Brand,Braum,Caitlyn,Camille,Cassiopeia,Chogath,Corki,Darius,Diana,Draven,DrMundo,Ekko,Elise,Evelynn,Ezreal,Fiddlesticks,Fiora,Fizz,Galio,Gangplank,Garen,Gnar,Gragas,Graves,Hecarim,Heimerdinger,Illaoi,Irelia,Ivern,Janna,JarvanIV,Jax,Jayce,Jhin,Jinx,Kaisa,Kalista,Karma,Karthus,Kassadin,Katarina,Kayle,Kayn,Kennen,Khazix,Kindred,Kled,KogMaw,Leblanc,LeeSin,Leona,Lillia,Lissandra,Lucian,Lulu,Lux,Malphite,Malzahar,Maokai,MasterYi,MissFortune,MonkeyKing,Mordekaiser,Morgana,Nami,Nasus,Nautilus,Neeko,Nidalee,Nocturne,Nunu,Olaf,Orianna,Ornn,Pantheon,Poppy,Pyke,Qiyana,Quinn,Rakan,Rammus,RekSai,Rell,Renekton,Rengar,Riven,Rumble,Ryze,Samira,Sejuani,Senna,Seraphine,Sett,Shaco,Shen,Shyvana,Singed,Sion,Sivir,Skarner,Sona,Soraka,Swain,Sylas,Syndra,TahmKench,Taliyah,Talon,Taric,Teemo,Thresh,Tristana,Trundle,Tryndamere,TwistedFate,Twitch,Udyr,Urgot,Varus,Vayne,Veigar,Velkoz,Vi,Viego,Viktor,Vladimir,Volibear,Warwick,Xayah,Xerath,XinZhao,Yasuo,Yone,Yorick,Yuumi,Zac,Zed,Ziggs,Zilean,Zoe,Zyra
Wins,1,72,30,0,0,0,29,0,0,0,21,0,0,8,0,0,0,30,0,7,0,67,0,0,10,0,0,1,7,0,105,39,0,49,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,12,52,0,0,0,0,0,0,0,0,0,0,0,2,0,0,27,1,16,0,1,0,0,1,0,0,0,0,4,9,4,0,0,30,0,4,0,0,18,0,0,0,0,0,0,0,0,24,24,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,14,47,0,0,13,0,0,0,0,0,0,19,0,0,0,0,0,64,2,0,1,60,32,0,0,0,0,0,40,61,6,0,0,4,33,1,39,4
Total Games,1,128,74,0,0,26,50,0,0,0,25,0,0,9,0,0,0,30,8,9,0,112,0,0,21,0,0,1,7,0,106,50,7,59,0,0,0,0,2,0,9,0,0,0,0,3,0,0,6,0,2,0,42,144,4,0,0,0,0,10,0,7,0,0,0,17,26,0,75,4,53,0,1,0,0,1,0,0,0,0,23,9,4,0,0,59,0,4,0,0,71,0,0,0,0,0,0,0,0,29,27,0,0,0,12,0,0,12,2,0,6,0,0,0,0,10,37,65,0,0,36,0,0,0,0,0,0,52,5,0,0,0,0,72,4,0,3,62,34,0,0,0,12,0,167,92,6,0,1,8,63,1,39,4
