Data,Aatrox,Ahri,Akali,Alistar,Amumu,Anivia,Annie,Aphelios,Ashe,AurelionSol,Azir,Bard,Blitzcrank,Brand,Braum,Caitlyn,Camille,Cassiopeia,Chogath,Corki,Darius,Diana,Draven,DrMundo,Ekko,Elise,Evelynn,Ezreal,Fiddlesticks,Fiora,Fizz,Galio,Gangplank,Garen,Gnar,Gragas,Graves,Hecarim,Heimerdinger,Illaoi,Irelia,Ivern,Janna,JarvanIV,Jax,Jayce,Jhin,Jinx,Kaisa,Kalista,Karma,Karthus,Kassadin,Katarina,Kayle,Kayn,Kennen,Khazix,Kindred,Kled,KogMaw,Leblanc,LeeSin,Leona,Lillia,Lissandra,Lucian,Lulu,Lux,Malphite,Malzahar,Maokai,MasterYi,MissFortune,MonkeyKing,Mordekaiser,Morgana,Nami,Nasus,Nautilus,Neeko,Nidalee,Nocturne,Nunu,Olaf,Orianna,Ornn,Pantheon,Poppy,Pyke,Qiyana,Quinn,Rakan,Rammus,RekSai,Rell,Renekton,Rengar,Riven,Rumble,Ryze,Samira,Sejuani,Senna,Seraphine,Sett,Shaco,Shen,Shyvana,Singed,Sion,Sivir,Skarner,Sona,Soraka,Swain,Sylas,Syndra,TahmKench,Taliyah,Talon,Taric,Teemo,Thresh,Tristana,Trundle,Tryndamere,TwistedFate,Twitch,Udyr,Urgot,Varus,Vayne,Veigar,Velkoz,Vi,Viego,Viktor,Vladimir,Volibear,Warwick,Xayah,Xerath,XinZhao,Yasuo,Yone,Yorick,Yuumi,Zac,Zed,Ziggs,Zilean,Zoe,Zyra
Wins,0,10,6,0,0,18,13,0,0,15,0,0,0,2,0,0,0,0,24,0,0,0,0,0,15,0,0,1,0,0,17,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,13,7,0,7,1,0,0,0,0,4,0,0,0,17,13,0,22,0,4,0,0,0,0,1,2,0,0,0,15,0,2,0,0,33,0,32,0,9,14,0,0,0,0,0,13,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,0,14,12,0,0,0,3,0,0,23,0,0,0,0,0,0,8,0,0,10,9,0,0,0,0,0,29,4,0,0,0,45,5,0,13,0
Total Games,3,32,23,0,0,37,19,0,0,15,1,0,0,10,0,0,0,1,24,0,0,0,0,0,47,0,0,10,0,0,48,21,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,3,13,50,0,7,1,1,0,6,0,22,0,0,0,18,13,0,27,0,4,0,6,0,0,1,2,0,2,0,16,0,10,0,0,81,0,36,0,31,16,0,0,0,0,0,13,0,0,6,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1,51,10,0,14,16,0,0,0,3,0,0,71,0,0,0,0,0,9,61,0,0,14,23,0,0,0,15,0,67,21,0,0,0,112,16,1,13,0
