Data,Aatrox,Ahri,Akali,Alistar,Amumu,Anivia,Annie,Aphelios,Ashe,AurelionSol,Azir,Bard,Blitzcrank,Brand,Braum,Caitlyn,Camille,Cassiopeia,Chogath,Corki,Darius,Diana,Draven,DrMundo,Ekko,Elise,Evelynn,Ezreal,Fiddlesticks,Fiora,Fizz,Galio,Gangplank,Garen,Gnar,Gragas,Graves,Hecarim,Heimerdinger,Illaoi,Irelia,Ivern,Janna,JarvanIV,Jax,Jayce,Jhin,Jinx,Kaisa,Kalista,Karma,Karthus,Kassadin,Katarina,Kayle,Kayn,Kennen,Khazix,Kindred,Kled,KogMaw,Leblanc,LeeSin,Leona,Lillia,Lissandra,Lucian,Lulu,Lux,Malphite,Malzahar,Maokai,MasterYi,MissFortune,MonkeyKing,Mordekaiser,Morgana,Nami,Nasus,Nautilus,Neeko,Nidalee,Nocturne,Nunu,Olaf,Orianna,Ornn,Pantheon,Poppy,Pyke,Qiyana,Quinn,Rakan,Rammus,RekSai,Rell,Renekton,Rengar,Riven,Rumble,Ryze,Samira,Sejuani,Senna,Seraphine,Sett,Shaco,Shen,Shyvana,Singed,Sion,Sivir,Skarner,Sona,Soraka,Swain,Sylas,Syndra,TahmKench,Taliyah,Talon,Taric,Teemo,Thresh,Tristana,Trundle,Tryndamere,TwistedFate,Twitch,Udyr,Urgot,Varus,Vayne,Veigar,Velkoz,Vi,Viego,Viktor,Vladimir,Volibear,Warwick,Xayah,Xerath,XinZhao,Yasuo,Yone,Yorick,Yuumi,Zac,Zed,Ziggs,Zilean,Zoe,Zyra
Wins,0,17,21,0,0,10,7,0,0,20,2,0,0,0,0,0,0,9,14,25,1,17,0,0,14,0,0,25,0,2,25,22,0,0,0,0,0,0,17,0,14,0,0,0,0,0,0,0,0,0,0,0,56,45,0,0,0,0,0,2,0,6,0,0,5,4,1,0,16,5,21,0,7,0,3,6,0,0,0,0,23,0,2,0,0,15,0,20,0,0,27,0,0,0,0,0,4,0,0,0,15,4,0,0,44,2,0,0,0,0,0,0,0,0,0,5,47,2,0,0,38,0,0,4,0,0,8,20,0,0,0,0,0,30,22,0,3,27,11,0,0,0,0,0,44,14,0,0,0,31,12,2,76,0
Total Games,0,59,73,0,0,37,22,0,0,24,12,0,0,3,0,0,0,9,14,39,1,21,0,0,23,0,0,28,0,2,55,50,12,7,0,0,0,0,34,0,14,0,0,0,0,0,0,0,0,0,0,0,79,120,3,0,0,0,0,2,0,25,0,0,5,14,18,0,60,5,40,0,7,0,5,9,0,0,0,0,31,0,2,0,0,31,8,20,0,4,30,0,0,0,0,0,4,0,0,4,15,4,0,0,44,2,0,0,2,0,0,0,0,0,0,5,101,2,0,0,51,0,0,4,0,0,8,53,5,0,0,0,0,54,34,0,18,48,22,0,0,0,6,0,114,14,0,0,0,92,17,6,90,0
