Data,Aatrox,Ahri,Akali,Alistar,Amumu,Anivia,Annie,Aphelios,Ashe,AurelionSol,Azir,Bard,Blitzcrank,Brand,Braum,Caitlyn,Camille,Cassiopeia,Chogath,Corki,Darius,Diana,Draven,DrMundo,Ekko,Elise,Evelynn,Ezreal,Fiddlesticks,Fiora,Fizz,Galio,Gangplank,Garen,Gnar,Gragas,Graves,Hecarim,Heimerdinger,Illaoi,Irelia,Ivern,Janna,JarvanIV,Jax,Jayce,Jhin,Jinx,Kaisa,Kalista,Karma,Karthus,Kassadin,Katarina,Kayle,Kayn,Kennen,Khazix,Kindred,Kled,KogMaw,Leblanc,LeeSin,Leona,Lillia,Lissandra,Lucian,Lulu,Lux,Malphite,Malzahar,Maokai,MasterYi,MissFortune,MonkeyKing,Mordekaiser,Morgana,Nami,Nasus,Nautilus,Neeko,Nidalee,Nocturne,Nunu,Olaf,Orianna,Ornn,Pantheon,Poppy,Pyke,Qiyana,Quinn,Rakan,Rammus,RekSai,Rell,Renekton,Rengar,Riven,Rumble,Ryze,Samira,Sejuani,Senna,Seraphine,Sett,Shaco,Shen,Shyvana,Singed,Sion,Sivir,Skarner,Sona,Soraka,Swain,Sylas,Syndra,TahmKench,Taliyah,Talon,Taric,Teemo,Thresh,Tristana,Trundle,Tryndamere,TwistedFate,Twitch,Udyr,Urgot,Varus,Vayne,Veigar,Velkoz,Vi,Viego,Viktor,Vladimir,Volibear,Warwick,Xayah,Xerath,XinZhao,Yasuo,Yone,Yorick,Yuumi,Zac,Zed,Ziggs,Zilean,Zoe,Zyra
Wins,0,3,1,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,4,0,2,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,15,37,0,0,0,0,0,0,0,0,0,0,1,9,0,0,22,0,18,0,0,0,0,0,0,0,0,0,14,0,0,0,0,18,0,4,0,0,1,0,0,0,0,0,0,0,0,18,1,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,5,1,0,0,11,0,0,0,4,0,0,1,4,0,0,0,0,16,0,0,0,11,0,0,0,0,4,0,10,3,0,0,0,53,0,0,22,0
Total Games,0,47,46,0,0,0,24,0,11,0,0,0,0,10,0,0,0,0,0,10,0,16,0,0,33,0,0,0,0,0,3,10,0,0,1,0,0,0,0,6,14,0,0,0,0,0,4,0,0,0,0,0,15,64,0,0,0,0,0,0,0,4,0,0,1,9,0,0,39,2,29,0,0,0,0,0,1,0,0,0,15,0,0,0,0,43,2,9,0,0,6,0,0,0,0,0,9,0,0,18,5,0,0,0,6,12,2,0,0,0,0,0,0,0,0,0,15,1,0,0,47,0,0,0,4,0,0,1,4,0,0,0,4,18,7,0,0,25,0,6,0,0,7,0,53,30,0,0,0,71,1,0,22,0
